id,seguidores,taxa_historica,posts_30_dias,idade_perfil_meses,investimento,tamanho_legenda,hashtags,tempo_medio_video,concorrencia,horario_planejado,afinidade_publico,crescimento_recente,tem_video,tem_carrossel,tem_cta,tem_link,tema,canal,segmento,regiao,duracao_planejada,densidade_visual,idade_media_publico,cliques_historicos,frequencia_postagens,variedade_vocabulario,indice_sazonalidade,tempo_edicao,cores_criativo,proporcao_mobile,media_comentarios,videos_semana,taxa_compartilhamento_previa,variedade_hashtags,tamanho_titulo,audiencia_regional
100048554,4828.109,0.05332565,8.929574,26.020834,208.2692,95.79286,2.4381814,8.312629,46.185715,9.936743,51.70682,58.488647,0,0,1,1,politica,b,d,sudeste,6.345618,0.29007298,30.252808,16.271011,3.8679652,42.342697,97.815765,45.626175,2.2607455,0.3096983,31.538967,3.1935558,0.058673207,3.285771,14.51173,0.7117839
100051064,1245.7136,0.045096092,9.901377,13.206133,330.63275,125.47435,1.9608248,8.988875,52.580017,11.046302,64.58059,47.995525,0,1,0,0,cultura,e,e,sul,9.654344,0.47103855,38.081013,23.370432,6.320391,43.947536,103.26553,11.695847,2.83668,0.22943269,6.9987254,2.4596233,0.064780064,2.5802407,19.469608,0.26761186
100020571,20043.47,0.047944363,4.4760427,54.138687,305.27014,97.77158,2.3804758,7.0536985,48.531487,6.3283234,37.92644,52.71202,1,0,1,0,viagem,d,c,centro,7.584792,,32.255264,23.066904,3.059583,44.56875,118.218,11.346462,4.1180534,0.4819242,26.123375,2.279862,0.04114219,2.1437945,24.31725,0.4006207
100020447,5686.668,0.06721543,5.2683606,9.226504,40.657276,127.840126,1.9436086,5.5814633,,10.59435,41.815132,46.494503,1,0,1,1,cultura,b,b,sul,10.051435,0.46770903,41.098476,21.408329,2.0557423,43.646626,100.274994,12.039645,3.912382,0.47981128,4.670555,0.8866308,0.06479724,4.8506665,18.547665,0.12125176
100030980,1579.9109,0.030585906,6.8253202,11.406171,612.5375,220.40237,2.3729649,7.604192,45.868706,16.509798,54.85212,52.297997,1,0,0,0,cultura,b,d,nordeste,5.469472,0.39755312,39.811634,11.259964,5.4499803,33.357384,112.25132,11.9506035,2.6448061,0.6090162,1.9261177,2.92015,0.053173285,1.9465518,26.961386,0.2710517
100057207,2599.6548,0.023966284,9.101837,15.824649,243.14131,144.70154,2.3300574,7.5068645,49.57297,7.375987,53.40501,47.205482,1,0,0,1,politica,e,b,sul,5.355512,0.35949957,27.844688,17.20105,2.0469744,52.304977,81.99924,10.366119,2.3437018,0.8887985,1.9473491,1.5929214,0.033616543,2.5965023,10.055901,0.6614372
100022042,3655.3323,0.052920442,6.6257215,8.998592,230.7853,114.470634,2.679277,3.7857404,76.06823,10.155611,56.01062,62.904854,0,1,0,0,tecnologia,e,e,sudeste,7.2468333,0.3059871,32.582138,16.421507,5.5417686,62.765938,114.048485,10.851679,2.4696,0.74345547,8.762677,3.924247,0.08568157,1.9511911,19.836838,0.56765836
100039408,6107.948,0.051064383,13.821554,17.013952,123.543365,159.82448,4.7949924,6.762128,49.02806,14.8768015,21.465475,38.91678,1,1,1,1,cultura,e,e,centro,9.77924,0.37306023,36.57423,24.792952,3.0260916,52.898983,93.50573,7.0867305,2.6504548,0.9131847,15.051739,1.1681198,0.0392739,3.4387593,40.824577,0.11496203
100015717,899.9877,0.059125848,7.916319,48.104954,56.370968,133.56535,5.119759,8.303438,51.529068,12.190627,37.751408,44.96003,1,0,1,0,tecnologia,e,d,sudeste,8.024715,0.47395486,39.22492,34.96581,2.3047345,38.84536,88.39835,11.384374,2.1030753,0.59149945,9.646746,2.5463285,0.039841257,3.1965156,23.757135,0.9032204
100015138,16814.512,0.045249175,7.355209,29.799183,362.40942,215.3556,1.9347901,6.558357,44.960823,6.420122,57.087418,48.642956,0,0,1,1,esporte,d,e,sudeste,9.2162285,0.32130092,41.385944,38.626453,4.209362,44.91442,136.4855,28.448818,2.4526696,0.63455975,29.68222,1.7898934,0.016262647,3.3435855,22.96737,0.6603506
100022266,1212.0236,0.0455615,7.3021708,16.06608,219.84073,157.19641,3.525115,8.963002,52.219864,9.076111,37.184914,65.25995,1,0,1,1,viagem,c,b,norte,10.400921,0.36433974,27.712471,39.588856,5.8320613,49.26295,107.56974,20.939627,2.3472667,0.091251634,9.309487,2.0683358,0.0653472,3.171426,14.1828,0.71761805
100011692,600.31714,0.07720883,5.2559805,43.547264,23.017775,112.640274,1.8464521,4.898941,53.111557,21.625349,50.99097,51.54647,1,0,0,1,politica,d,b,nordeste,6.871131,0.2778244,33.841045,21.132885,2.5354269,39.299915,105.63543,33.48351,4.0472856,0.61362123,2.4015086,3.0047996,0.036287855,1.8848653,25.84566,0.21699871
100041541,1967.8405,0.042990446,14.27012,44.355587,74.89458,128.28934,2.890693,8.262652,45.208897,5.8304677,56.88085,58.40824,0,1,0,0,politica,a,d,norte,9.200423,0.4202008,36.809128,11.345785,6.61206,58.27562,87.773994,21.79371,5.5638037,0.39138806,3.2757561,3.2167156,0.051678393,1.8392992,17.577942,0.15700148
100010765,7081.912,0.05726194,8.563954,15.320164,81.77072,214.26923,5.531083,6.560438,,14.095706,33.936035,44.74697,0,0,0,0,politica,a,c,centro,8.240826,,38.111526,9.977626,2.369833,45.26145,117.10889,41.07175,3.1467073,0.6424276,18.391869,2.3852253,0.03548464,3.227467,19.204226,0.24387655
100027006,1011.35175,0.05149849,7.2407007,33.12337,113.17219,146.9125,2.5021346,4.4308505,47.14541,13.996508,56.345024,79.478065,0,1,0,0,cultura,d,d,nordeste,10.439402,0.3273981,42.549156,37.403397,1.7759917,39.57093,93.21292,46.48243,1.9578035,0.7018547,10.9486885,1.3016528,,2.9132059,14.98028,0.704301
100037159,829.2787,0.09167189,5.754985,9.616684,489.05612,139.80179,2.1461227,11.866263,52.750874,16.149065,54.320343,44.686863,0,0,1,0,politica,a,e,nordeste,6.9152975,0.35748613,31.966236,11.29166,3.5624473,40.709354,111.21676,18.29487,4.6077495,0.72098964,4.478727,4.044349,0.05335914,2.7444932,20.813217,0.77043205
100003946,2469.692,0.040568035,12.958858,8.843669,173.30931,176.84024,2.4317133,7.1686425,43.06386,6.1564145,54.41971,52.210014,0,0,1,0,tecnologia,e,b,sul,6.454616,0.3276923,32.238693,25.318176,2.0911922,60.942398,102.58993,9.590753,1.8918375,0.44372535,4.118488,5.310337,0.10605713,2.6854622,18.027449,0.86152965
100053723,3037.0688,0.031599652,8.764949,68.69244,43.83394,102.5001,2.6716132,6.1039953,36.573288,13.216387,44.67897,62.5419,1,0,1,0,esporte,b,d,centro,5.4488673,0.33728948,39.701736,18.27794,4.338221,57.178555,85.45044,8.0005,2.3645427,0.17256445,17.041273,2.4499235,0.055928152,3.6577182,12.823159,0.6228138
100011329,17682.818,0.040330265,7.009214,24.404772,201.78828,137.12027,4.661707,5.087353,50.26523,12.134811,43.356174,40.337738,0,1,0,1,politica,c,b,sudeste,10.015237,0.31921816,41.42106,17.28182,1.0640061,60.46156,98.84503,23.071667,2.6164212,0.41537097,1.6183515,2.3529804,0.0338287,2.8368456,27.647478,0.31172377
100044217,3262.1392,0.07998731,9.009019,11.902619,84.87712,130.65996,1.1972377,5.2774553,18.034737,10.129486,55.217735,39.601883,1,1,0,0,cultura,c,e,sul,6.247983,,39.177586,37.9842,2.4582825,57.642788,124.720505,29.787909,2.477845,0.32410678,10.499556,4.3779,0.028563848,2.2423437,21.146383,0.42969155
100048349,1945.2511,0.05422801,4.0710764,28.731953,65.06585,186.27763,1.2725533,4.696155,43.1623,13.546895,32.93917,56.731686,1,0,1,0,esporte,c,c,norte,5.812777,0.35091904,41.933475,23.208683,4.5342207,36.79783,99.06433,29.16028,1.7770656,0.4949815,4.421127,3.4340754,0.045452815,3.9696562,21.081816,0.37598923
100037943,3066.5952,0.035745744,15.522062,41.319084,38.37119,186.5692,1.864433,6.4275107,53.710636,,45.4425,42.603394,0,0,0,0,politica,d,b,sul,6.0519986,0.3419458,33.186188,12.352922,2.6396008,59.572037,93.6442,47.177715,2.965575,0.12520663,13.194947,1.8236378,0.05106502,2.3099096,15.805408,0.21643636
100004698,2233.9678,0.077232085,6.0289454,29.34836,168.39465,155.03192,4.67676,4.354167,58.05576,19.497025,55.17588,42.304348,1,1,0,0,esporte,e,b,sul,6.6762924,0.31966135,42.73433,18.263388,4.64889,56.772682,99.01097,28.317915,3.0080438,0.7347516,1.5890603,4.844974,0.025142223,2.7308793,30.564724,0.59228474
100059367,17302.115,0.07095787,10.6425295,35.625008,69.12168,133.68297,5.14981,4.2338,48.873764,15.905111,63.092125,70.610535,0,1,0,0,tecnologia,d,a,nordeste,9.793087,0.2947872,39.428852,15.645325,4.753981,33.63456,88.82673,11.155625,2.4090834,0.51565677,8.568851,1.3070598,0.090858854,1.7513807,27.462217,0.81389624
100041981,13094.781,0.08457814,6.7542014,24.39786,44.06936,183.54749,1.7490987,7.7791395,52.770233,15.723091,42.52115,64.731224,0,0,1,1,tecnologia,a,b,nordeste,9.564593,0.2865266,39.706123,27.618425,1.5986819,47.978626,,15.090855,3.7010074,0.8015656,13.216272,1.7859951,0.058656063,4.17716,17.689526,0.6227807
100024851,1857.2322,0.09117707,18.045885,9.267014,237.9177,133.24144,2.5639772,6.7029276,53.383354,11.160493,51.73402,42.899216,1,0,0,1,cultura,d,d,sul,7.460277,0.39278498,34.36182,23.240831,2.1827095,42.56803,,14.154863,1.668663,0.47643846,12.18304,4.9298587,0.037245706,3.3915746,32.328358,0.32092255
100009016,7169.3696,0.036127184,7.9529796,18.664455,52.071243,224.66489,3.7490535,8.78147,42.553383,12.953198,65.6184,45.5135,0,1,0,0,politica,b,e,norte,5.95406,0.29261848,29.747774,26.038248,4.7403636,53.042988,118.24623,9.532894,1.3481687,0.33745348,7.5335636,2.5200257,0.025497753,3.0121381,17.09252,0.4450356
100057402,2541.4023,0.03765887,5.950751,24.115906,215.39688,124.92636,1.6442722,5.0875993,53.523643,18.457712,41.15577,19.086899,0,0,1,1,tecnologia,c,e,nordeste,8.690295,0.29940057,39.82848,19.991133,1.5394628,71.16751,,10.718126,3.010536,0.25027835,5.8225265,3.0342593,0.027830299,2.7098958,18.682608,0.31070957
100001513,4786.883,0.053238366,12.273523,31.07613,174.8229,169.15065,4.142152,10.757241,58.544876,8.074241,43.64962,68.491455,0,0,0,0,tecnologia,a,a,sudeste,9.034883,0.33377042,31.090773,9.706835,4.21715,50.415848,107.60814,19.879074,2.2287743,0.5240962,2.35691,2.1161351,0.028665112,2.7784548,9.785646,0.475483
100027777,1105.4344,0.05345159,15.058066,13.725698,41.711357,88.35138,3.5059016,14.098068,33.313583,16.189861,42.56087,47.49324,0,0,1,0,viagem,e,b,norte,8.48266,0.32842416,30.722569,9.940786,5.6460743,60.075695,109.989784,36.311836,2.823131,0.5356785,13.817176,1.291404,0.11764236,2.4444356,16.657581,0.8806101
100055369,2381.17,0.066115834,9.307432,62.863815,26.995869,133.9449,3.4072833,7.4389973,27.019552,13.921934,50.218075,60.490505,0,0,0,0,esporte,e,e,sudeste,8.360817,0.3546394,31.529053,31.571236,4.079356,44.224754,117.86455,13.369441,3.4672241,0.11290777,3.0802264,3.149209,0.04627976,4.794069,21.090237,0.76039857
100014985,1241.6768,0.035836674,3.8094356,12.924706,205.8048,64.179665,3.5073488,9.652269,72.04904,16.195217,57.89961,51.937523,1,1,1,0,tecnologia,a,d,nordeste,5.721657,0.2973345,39.188362,19.64706,2.7548835,37.50586,107.05447,19.147284,2.8185222,0.2309621,14.596755,4.768292,0.04369616,2.1198385,29.052301,0.29328346
100001034,127.035576,0.05239354,12.869159,19.224607,611.9542,92.2244,1.3876134,5.293549,68.1624,11.404876,59.38057,45.653465,0,1,1,0,cultura,b,e,sul,10.187899,0.38339642,38.82781,20.68044,2.8393474,17.758614,97.35511,12.144852,3.1752381,0.88020825,9.28114,3.9310338,0.05911677,3.176024,31.528616,0.46437183
100002473,23072.973,0.0466936,6.7766123,38.136993,115.21885,220.8179,2.685028,7.417902,51.73224,9.588159,67.87383,55.143456,0,0,0,0,tecnologia,b,b,norte,5.4894137,0.45935023,27.417938,16.694788,5.55267,33.864704,73.61523,21.085833,2.902122,0.8277281,12.987982,1.8694046,0.09023225,3.1932738,19.902487,0.2103554
100052313,4074.0085,0.056316383,5.361341,21.182587,315.8145,322.54688,2.8643644,7.6685038,42.074356,9.361719,52.24263,53.969395,0,0,1,0,cultura,b,a,sul,9.456435,0.4392754,35.919502,36.496876,1.2083578,46.80221,104.15086,15.688935,2.2463357,0.80870235,9.473715,5.1383457,0.030900061,3.4350786,21.384762,0.5189221
100058388,1285.038,0.0742446,7.903452,29.455593,712.13525,181.6214,3.4058714,6.7321043,35.833317,11.417735,52.03259,34.27508,0,1,1,0,viagem,a,b,centro,5.373655,0.35431877,32.03491,17.63309,1.3018235,46.658585,99.76715,16.950098,2.8368096,0.14945127,3.502368,6.2978964,0.039690033,3.2613156,14.832012,0.30503502
100018130,2729.0383,0.057975393,8.234637,14.093199,107.705376,109.82454,2.9323153,8.709089,35.809483,16.700485,68.243004,57.446053,0,0,0,0,cultura,b,d,centro,7.809495,0.4636196,38.42486,37.0902,2.504172,38.94936,97.38368,23.542578,3.0713627,0.5683194,2.109691,9.617438,0.06345882,2.5293584,25.015509,0.58023334
100039380,2235.7559,0.047682427,12.529128,25.615538,84.927765,126.62626,2.5321956,9.386694,46.088177,16.701838,56.13944,31.027956,0,0,1,0,esporte,a,b,sul,6.379306,0.2989092,31.640291,12.784732,2.4990773,55.77743,95.475555,35.495003,2.3781674,0.16352664,5.9171724,2.5510561,0.03791844,2.831325,12.628596,0.5148342
100052772,1072.7611,0.05246807,4.7905245,29.234207,179.38626,206.49408,2.7499762,4.216137,44.69407,,71.14263,44.781727,1,1,1,1,tecnologia,d,c,nordeste,8.802514,0.3172507,36.538574,32.26652,3.9766722,60.166466,90.41972,28.972134,3.9854293,0.17663348,3.9500191,4.606751,,2.735052,17.808695,0.051246837
100039293,5790.4937,0.049763404,5.4845057,35.64737,131.38193,194.11073,1.7082379,6.5288486,61.638172,14.042467,55.890465,25.406263,0,1,0,1,cultura,d,b,centro,7.3957324,0.40405655,28.763868,14.52042,5.1078134,45.295002,80.726234,13.545092,3.1892462,0.8259922,7.8375654,3.0450997,0.08809303,2.691264,26.517334,0.2397076
100041427,501.9053,0.034420524,12.067389,21.76606,208.09735,235.62424,1.9647326,11.695205,46.62146,10.208941,72.98318,42.682636,0,0,0,0,tecnologia,e,c,centro,9.301436,0.48563424,36.54515,10.994385,4.208157,47.988785,111.14647,22.57455,3.278632,0.5382245,3.6507862,1.5605069,0.028601084,3.2504492,53.96824,0.2316951
100041108,10006.89,0.080337025,4.263321,28.074295,141.87901,257.14084,2.949277,7.6862903,64.287796,19.661747,45.052277,34.28308,0,0,1,1,cultura,b,d,sudeste,6.3681436,0.27658603,29.503021,12.456069,2.7566648,39.972603,111.01408,22.055782,3.9583194,0.3564463,9.662714,4.5106287,0.039042085,1.8172889,24.007063,0.43014696
100004662,17175.297,0.077093996,18.168463,37.138603,181.96225,162.88141,2.4405904,6.165553,41.543404,9.303495,36.663616,40.3767,1,1,0,0,esporte,e,a,sul,6.491001,0.33786845,31.815008,38.560425,4.934561,52.3601,109.38936,13.950834,2.8284912,0.19420414,3.9473958,2.3501709,0.06284232,3.3364959,30.210197,0.49047908
100000653,843.2968,0.044409793,5.7257853,20.44984,337.72946,150.35634,3.087456,7.7003493,54.319763,15.75578,33.30786,52.788216,1,0,1,1,viagem,a,e,centro,9.639016,0.27845484,34.894222,17.930347,2.1873965,33.667137,89.12156,13.511422,2.2979887,0.8101807,18.131763,1.569358,0.06308873,7.3212256,9.635138,0.7935388
100020613,1909.1971,0.07247866,8.912846,25.195929,786.1395,112.46563,2.5353827,9.273581,,16.39521,47.302948,47.360294,1,0,0,1,tecnologia,e,d,sudeste,9.313371,0.30361727,39.02838,33.965,2.6903715,47.16544,126.01469,18.010338,2.8735576,0.52051395,10.749775,2.402459,0.06632837,2.0460231,16.1887,0.7027217
100051704,2268.451,0.045883223,5.214262,9.741964,58.992043,124.4268,4.204216,3.1740382,58.802254,14.024206,42.459023,61.951317,1,1,0,0,politica,a,e,nordeste,5.9921746,0.42476586,29.436413,24.318073,4.639755,65.61809,102.537025,26.662197,6.4104085,0.6687903,7.406883,2.0676723,0.037465427,2.2628045,26.691628,0.52610385
100037966,12635.075,0.028162375,6.664298,8.337953,74.6485,373.66043,1.223481,8.830094,39.575752,4.6264358,39.319,52.399643,0,0,0,1,politica,b,e,centro,8.1025095,0.45323643,34.7046,9.841156,2.9625056,48.89423,97.99492,36.069756,1.7448734,0.59887546,5.7648945,1.2651625,0.09454255,2.420282,22.388666,0.50028247
100039823,7249.35,0.052589335,6.934349,20.352774,186.419,137.90903,1.5647749,5.363464,52.240036,16.710407,57.389526,34.457634,1,0,0,0,esporte,c,b,sul,10.482081,0.3038221,41.60253,14.12876,3.0998452,17.53704,107.670135,40.916145,1.9177966,0.13183987,8.72432,1.5102699,0.027778387,2.1366682,16.42431,0.7079391
100041962,1351.1652,0.044055086,11.107234,10.503025,104.9659,172.77373,2.490834,4.950563,57.482346,11.0873,60.923073,24.59843,0,0,1,0,tecnologia,c,b,sul,8.4554615,,28.326536,19.389713,2.0984116,31.868027,89.2603,47.742607,2.2374833,0.25664607,5.010754,5.5254154,0.034544177,5.036919,22.375639,0.19087873
100035055,7746.291,0.03564769,13.550473,22.24034,614.861,179.1763,4.4903708,6.913338,37.91677,12.974455,51.783024,39.159527,0,0,1,0,esporte,c,c,centro,7.532188,0.41294622,41.04951,29.299603,3.5294967,31.164873,73.10401,6.6429253,2.329843,0.5041451,5.1929073,4.4187465,0.05509402,2.4060628,14.760337,0.6631625
100017012,1613.7706,0.04147411,6.0799856,12.309716,153.89604,115.84284,2.5673645,9.709265,54.675854,18.422874,65.29289,46.472046,0,1,0,1,viagem,d,b,sudeste,7.3052,0.29693133,35.209747,13.772646,5.746118,36.53649,71.60938,21.979675,3.0292263,0.52137274,5.3478365,2.798579,0.07381002,3.8435156,21.14361,0.42528194
100021922,1641.2595,0.0709441,6.9520717,21.710224,198.60405,105.24335,2.195979,5.6254816,35.423286,10.02817,41.37169,45.914616,0,0,0,0,cultura,c,e,nordeste,7.0656776,0.38793382,30.637989,15.954247,3.609135,53.38343,106.157074,10.795498,1.9284873,0.46543235,9.654486,3.803479,0.050242275,3.553153,15.973091,0.842064
100025568,1862.6707,0.039038777,6.904346,24.57672,130.01366,340.22592,4.295258,7.9319773,22.213036,14.425018,31.558989,64.81455,0,0,0,0,esporte,e,c,nordeste,8.293844,0.32022554,32.654694,22.75683,2.9483643,48.866264,98.02598,24.664742,2.0878413,0.39539754,11.10191,1.7669413,0.04754847,3.1861978,24.807827,0.39297134
100019650,1152.2363,0.0319869,10.478694,19.20869,450.33728,161.33574,2.1584141,7.3935056,93.42142,19.366442,38.397057,44.66501,1,0,0,0,tecnologia,c,c,sudeste,6.031073,0.43655246,30.769814,42.574238,4.191109,54.143974,104.0459,23.025513,3.0431857,0.51345956,13.458101,1.7317244,0.11627151,1.2356215,16.326355,0.22852476
100037711,795.1219,0.04461703,6.1312284,12.148866,265.9071,194.39603,3.7311203,5.3451114,38.60489,9.774076,49.62481,79.44071,1,0,0,0,esporte,d,c,centro,6.2494087,0.36271867,35.33513,13.872974,3.6391542,57.28304,109.87881,18.103798,3.3081522,0.46385193,5.1955833,1.3415133,0.049961533,1.8771538,14.961669,0.49090624
100044767,977.94574,0.02132369,6.942262,10.255739,97.370026,275.79977,2.054675,7.6947722,58.96357,6.9935236,72.36928,48.1288,0,1,1,0,cultura,a,d,sul,9.921832,0.3467758,32.01671,17.002035,2.646459,61.928032,103.83449,15.295229,1.6639715,0.159568,10.757785,4.8900895,0.03571875,1.99758,21.40563,0.25041884
100023826,5842.7476,0.04221545,11.870714,22.264044,432.21658,462.4562,2.3947244,5.386625,,17.833313,47.307262,65.820755,0,1,0,0,viagem,a,b,centro,5.8162107,,35.019264,33.259254,3.390579,60.07142,108.42079,30.617098,2.177036,0.11947721,3.216903,1.4044315,0.081475995,2.701601,24.26912,0.17762649
100027806,6482.5537,0.063188635,18.172926,30.868769,227.48535,113.29416,1.9378225,7.8346696,37.576347,6.923449,61.142338,47.042645,1,0,1,0,esporte,b,a,sudeste,6.429965,0.31837004,29.72056,17.94043,2.269267,57.01259,79.59077,11.404186,1.7599114,0.8523353,6.2918406,2.4996657,0.044026125,2.8885224,19.73357,0.3197783
100042423,5111.024,0.05324122,3.6473508,53.60571,161.35898,211.61967,2.863602,6.271127,46.127003,4.8470087,52.18799,74.70937,1,1,0,0,esporte,c,e,nordeste,9.983747,0.45048597,41.048473,11.688116,2.1013749,40.37059,78.769264,23.996407,2.2388406,0.5520807,4.0320616,1.4663211,0.020670826,1.8588122,21.485325,0.38650078
100029496,9198.229,0.031567574,6.0318904,17.849346,110.28414,147.2594,2.217005,6.4293303,,18.338413,49.15968,38.787445,1,1,0,1,cultura,b,d,norte,10.215177,0.3861651,34.722603,20.458965,4.4653163,50.51978,96.16885,20.186281,2.495348,0.40633857,1.5115653,2.9720993,0.02708351,2.468582,21.85773,0.3219589
100041941,694.52795,0.07355144,5.471535,9.732483,286.61182,129.39728,2.2700682,6.7443485,46.583862,7.0688233,48.55606,40.50052,1,0,0,0,politica,b,c,norte,10.240712,0.35991833,36.604225,10.578077,2.0587654,47.109623,111.12617,11.314912,1.9136198,0.8604521,6.944555,4.9484744,0.043791924,1.8953964,18.731802,0.34658897
100038736,1850.2888,0.059656233,9.177521,29.87445,163.7661,189.53471,1.8959689,6.0349245,52.97481,10.56464,39.934223,37.578545,0,0,1,0,politica,c,c,sul,9.073708,0.46131536,37.813335,9.171632,4.519307,39.26324,106.670135,7.1360946,2.1162546,0.8230364,17.480928,4.082004,0.033692233,1.8163108,10.057932,0.6824324
100029414,870.5058,0.076220445,10.078595,31.016794,264.69974,211.18642,1.7524188,5.823518,38.010456,14.883998,44.488552,57.63659,0,0,0,0,tecnologia,e,c,sudeste,7.2748785,0.37263265,42.589928,20.021488,0.97809684,51.89896,65.93646,4.0572004,2.7984004,0.6772135,4.644738,1.8953501,,3.0236723,16.129074,0.28486452
100028131,704.4776,0.05276709,7.3425975,24.388845,343.46118,127.267914,1.8285359,8.660313,,13.822628,44.01194,41.080257,1,1,1,0,viagem,a,a,sul,8.360923,0.4813862,37.756668,24.749176,1.6308303,38.74047,,15.072757,2.4384003,0.9194573,8.502671,1.560402,0.07672664,2.4188704,18.468273,0.30176002
100030667,4258.415,0.052828204,7.538129,27.308039,146.12811,146.18568,2.8176496,7.680384,31.850904,13.756055,51.600403,52.946564,0,1,0,0,cultura,b,a,centro,6.071806,0.2759483,36.023785,10.410351,3.4593258,55.275837,,9.747566,2.7213705,0.9646538,4.965395,2.1360006,0.045736894,2.8376725,25.86615,0.7464288
100016578,2332.8513,0.041254655,11.820785,37.838604,300.97852,119.59089,3.9717352,4.6447835,52.175884,7.9218297,66.3373,49.08378,1,0,1,0,viagem,c,d,norte,10.23915,,33.87714,16.770866,5.1017594,45.355724,101.50029,38.92311,3.582621,0.44747463,6.88391,2.7514582,0.09384408,2.189829,16.706953,0.54576796
100018552,2582.0317,0.06366562,7.9260035,43.78795,504.43222,172.35457,3.3208566,6.626821,46.994583,10.222374,60.56134,47.689823,1,0,0,0,esporte,a,a,sudeste,8.114787,0.45581406,28.203676,21.739584,5.2421794,64.12257,114.47499,33.0753,3.3030345,0.36228302,9.972346,6.9764366,0.07225393,4.6385403,19.450943,0.7288256
