id,seguidores,taxa_historica,posts_30_dias,idade_perfil_meses,investimento,tamanho_legenda,hashtags,tempo_medio_video,concorrencia,horario_planejado,afinidade_publico,crescimento_recente,tem_video,tem_carrossel,tem_cta,tem_link,tema,canal,segmento,regiao,duracao_planejada,densidade_visual,idade_media_publico,cliques_historicos,frequencia_postagens,variedade_vocabulario,indice_sazonalidade,tempo_edicao,cores_criativo,proporcao_mobile,media_comentarios,videos_semana,taxa_compartilhamento_previa,variedade_hashtags,tamanho_titulo,audiencia_regional,alto_desempenho
100055151,1302.3667,0.018715948,15.116515,10.972794,77.92867,214.15257,2.576485,9.760407,24.0629,12.715877,68.82295,44.757034,0,0,1,0,viagem,d,b,norte,8.24491,0.43791083,29.799538,30.953278,1.5524158,65.9485,92.88095,19.85629,3.1513853,0.55420077,8.889382,1.9522334,0.047573175,2.056545,16.840288,0.40759507,0
100041802,1316.2924,0.05544288,8.893569,19.47935,48.89902,195.89006,2.8286598,6.983321,48.709908,13.97669,48.76929,50.553963,0,0,0,0,tecnologia,a,c,sul,5.9433713,,29.28378,9.864409,2.5237489,50.72519,113.12684,26.283525,3.8982844,0.7425294,10.674528,2.7453356,0.10016669,2.9332767,14.978326,0.93472,1
100054745,9218.321,0.06566988,8.527572,15.692253,263.73956,118.72481,1.7647475,7.709586,28.837824,,54.775776,60.189075,1,1,0,1,esporte,a,e,sudeste,9.80192,0.3446662,33.005535,38.268482,2.3073328,51.16549,100.29979,16.232138,2.3777962,0.77014637,9.804358,3.3666894,0.0749368,3.3616548,22.366924,0.78138477,0
100029180,5896.356,0.04802195,5.229956,5.0590234,518.47595,71.820946,2.9170783,5.0145373,,7.867549,53.935085,56.200527,0,0,0,1,viagem,a,c,norte,9.4232435,0.47506088,41.028008,20.64259,4.341043,36.194313,96.66788,10.799849,3.1293693,0.30229172,10.132521,1.8183045,0.039769575,4.0067687,15.037828,0.43807387,0
100038890,1904.6362,0.03987234,11.915285,18.052597,314.4558,222.11821,2.7251687,8.124751,24.877201,7.3919125,61.322186,46.25166,1,0,0,0,esporte,a,b,sul,9.73989,,36.805943,9.129937,2.0920694,45.926113,117.42443,20.949064,1.8079065,0.69167364,2.1350994,1.8142852,0.019710725,3.3611474,31.58737,0.6686312,0
100002592,3121.8638,0.04367812,7.153923,37.448627,737.87646,160.2001,2.320394,9.565434,30.884026,18.055508,54.629036,40.672592,1,0,1,0,tecnologia,e,d,nordeste,5.585093,,31.702377,11.637937,2.2938418,70.026924,87.731186,19.761919,2.1522481,0.34711283,6.070871,2.7974405,0.019529717,2.0654652,17.806059,0.5556476,0
100049524,1596.1671,0.09678879,10.16466,12.4423,144.27354,291.10822,3.9073374,5.32723,45.237316,9.240928,40.556515,58.449177,0,0,1,1,esporte,d,c,norte,7.9236417,0.32879946,29.934763,30.327244,2.04468,51.652275,88.80144,27.66734,1.8924514,0.6087558,3.0188687,2.038873,,4.0664,21.448874,0.27086958,0
100027265,3304.69,0.044920202,13.424702,63.830334,30.480862,250.63658,3.088527,8.940882,66.75706,8.197937,62.572033,37.61962,0,0,0,0,tecnologia,b,a,nordeste,6.9627576,0.3358723,34.383118,10.924106,11.750281,44.162987,97.248726,15.630903,1.6456337,0.863437,7.0126324,4.562621,0.062012725,3.8453722,13.578466,0.25503305,0
100034537,1711.5092,0.05613338,7.418128,9.157941,69.122505,171.75542,5.034896,12.357647,52.17467,15.657262,45.598125,60.958878,0,0,1,0,cultura,b,c,centro,5.224617,0.41144583,30.63042,11.877908,7.1007457,39.498856,92.08137,16.995895,3.5025158,0.46793306,9.358278,3.1166077,0.03453835,1.907798,20.151241,0.44061834,0
100031377,4749.9707,0.04103575,5.4926414,22.818457,217.30283,135.42961,1.4161226,5.8153086,44.795826,11.68265,62.581787,43.94802,0,1,1,1,politica,c,a,sul,10.215434,0.32631058,31.195839,38.247723,1.6687917,49.90379,103.81559,17.2291,3.8948605,0.31672564,3.1123977,4.3647294,0.06410992,2.361296,22.234098,0.22130176,0
100040622,3736.0862,0.06429368,6.210517,21.074726,126.36611,149.62283,2.3898602,4.257129,57.459297,12.08671,44.63804,59.12437,1,1,0,0,politica,b,e,centro,5.6487308,0.29309896,31.7439,12.9170475,2.5060384,37.149807,84.2569,48.099945,3.0293188,0.23574689,9.801679,2.8027134,0.113259725,2.6186862,10.439872,0.6752955,1
100036588,9883.441,0.03816864,7.0307493,34.90255,196.51192,99.39194,2.4153788,13.61865,51.43801,12.550108,44.39018,59.054375,1,1,1,1,esporte,d,e,nordeste,8.764468,0.39132622,37.895638,13.632814,3.121724,59.888573,,25.695679,2.0313308,0.59417677,9.253554,2.744029,0.034244366,2.134861,9.580149,0.82540727,0
100033602,5957.3267,0.06369273,9.855921,49.20584,303.6901,120.35065,2.8166378,12.584158,16.531033,10.627913,53.932865,51.26654,1,1,0,0,esporte,c,d,norte,8.4134035,0.46234187,39.816963,23.807583,3.5850074,53.599518,122.27997,14.895553,1.9033083,0.09863728,2.9508421,7.5244536,0.055987876,2.9801238,21.587057,0.85410947,1
100000877,1980.9551,0.033721093,8.531492,23.442795,768.2934,162.01631,1.8421215,5.5282764,52.21646,13.94009,56.049286,35.6065,1,0,0,0,cultura,e,c,sudeste,6.5298104,0.35907665,33.16132,38.743717,1.394146,56.421272,105.20704,62.3276,2.964087,0.075931005,6.81451,2.06916,0.019836511,4.902928,26.225912,0.7130193,0
100049928,8498.676,0.047252096,5.1685476,23.395636,65.07795,171.7211,2.444154,7.5475936,44.83381,11.927995,56.57823,29.819347,1,0,0,0,tecnologia,b,e,centro,9.169638,0.4673438,33.868176,19.329819,1.2012984,52.97406,88.453026,38.563713,3.3885694,0.13217872,9.021,2.1391041,0.035654098,2.0481057,23.775381,0.69747764,1
100057838,2125.3914,0.06344376,5.6379104,12.159101,187.6655,104.36694,3.137014,6.8353777,59.21611,9.464969,56.040592,58.787445,1,1,1,1,viagem,d,d,sul,6.924137,0.28572103,38.226242,10.934951,2.8836122,67.36593,84.20599,12.648999,1.9673784,0.5545998,3.8080797,3.2698476,,5.6720834,17.886381,0.5249949,0
100034925,4401.5806,0.034328777,6.7539687,35.442413,70.334,174.51874,4.180584,10.172356,30.661777,17.297659,52.18776,38.761814,0,1,1,0,esporte,d,b,centro,6.8841934,0.36959276,42.17752,10.591635,1.9988354,45.32823,100.614204,37.292618,2.5586586,0.4540874,10.104777,1.9731627,0.048666038,3.9919891,17.664412,0.4577755,0
100055009,9652.272,0.043896403,7.3896112,22.892117,63.240383,180.2797,4.8684034,6.4732113,52.182907,13.239374,62.918053,47.55401,1,0,1,0,politica,e,a,norte,8.873495,0.44026443,28.864906,25.421535,1.4818326,44.819305,120.81401,15.176646,4.6766744,0.44280893,2.4706495,2.9391837,0.04351734,2.4375162,13.2571535,0.42968297,1
100028596,8929.175,0.06837633,6.509908,30.142288,134.28755,74.558105,2.098177,4.598792,,13.716224,43.419533,52.661476,1,1,1,0,esporte,e,c,sudeste,8.528657,0.28279606,35.740074,9.240089,1.016475,33.737198,121.142,17.141144,1.5726748,0.8232863,10.333867,2.3725824,0.042520408,2.2223773,13.708228,0.3580265,0
100003172,862.6827,0.09577673,6.6540933,92.446,212.08437,94.527885,2.0837746,10.206721,32.50213,12.026861,39.75716,50.320892,0,0,0,1,viagem,e,b,sudeste,6.2957783,,30.999535,21.720839,3.7379425,58.748272,83.53687,28.94195,2.1568015,0.7654232,4.669599,1.6656048,0.09478681,2.6646652,13.509254,0.8416122,1
100056859,1270.5127,0.08069544,9.116932,30.97979,220.70969,175.38768,2.6594548,7.6976295,39.003883,11.056281,59.958984,36.53714,1,0,0,0,esporte,c,d,sul,9.186813,0.3797255,30.712305,44.595997,2.430739,46.227974,118.79902,7.3400683,2.7611089,0.35943544,4.935696,2.3805573,0.031355835,2.8534086,21.46352,0.59620214,0
100045882,15595.452,0.09653995,13.363491,9.844523,142.67766,193.59938,1.8657128,5.6470222,60.479836,17.180847,46.1212,42.192055,1,0,0,0,tecnologia,a,e,centro,7.300197,0.33850977,40.18353,22.680538,10.444084,66.116005,92.78737,20.171347,1.808662,0.34932956,5.7349467,1.8624552,0.025550459,1.8201056,24.980291,0.1933735,1
100045352,1262.8649,0.040041972,11.125991,5.73001,272.09314,171.24088,2.5378494,7.175602,62.56968,16.491592,54.331676,52.117085,1,0,1,1,politica,a,d,nordeste,9.98532,0.40379,33.68515,34.357788,1.6666558,55.58044,113.4774,13.540865,3.9997916,0.2839559,26.713362,2.2527092,0.030893885,2.2080538,20.509327,0.77883637,0
100045301,5612.7993,0.039517708,7.943764,19.595854,120.80614,157.54303,3.0484924,4.96578,32.0028,8.699448,52.751297,26.423166,1,0,0,0,politica,c,c,sudeste,6.220101,0.36662847,33.6267,17.230028,2.0082378,37.278725,102.91792,9.318756,2.5780005,0.7151662,4.322213,1.6708162,0.06788287,3.7671194,26.13032,0.6329383,1
100002064,1323.1567,0.025172437,7.8997893,16.641104,141.94708,206.78534,2.8270552,4.6610436,39.01487,12.1964655,45.282516,41.210224,0,1,1,1,tecnologia,e,d,norte,10.005686,0.2767514,36.2037,13.346345,1.8196265,48.032482,87.84662,13.460116,1.7717495,0.7267516,5.6382003,3.1075735,0.035107806,2.8943386,18.885584,0.7126075,1
100009469,10985.388,0.041333158,6.842055,46.195972,545.8152,285.56033,3.4873264,14.451222,58.72878,13.71215,39.813446,59.819794,0,1,0,0,esporte,a,c,centro,8.663689,0.30525675,31.337223,9.476536,6.083813,46.83151,100.03605,49.927612,4.753859,0.19473523,9.426479,5.28463,0.06551863,2.460272,21.707777,0.62372184,0
100014863,10121.256,0.04707773,8.964515,22.303104,244.64609,353.17624,3.1576858,13.338929,34.283245,16.590641,74.14497,43.61036,0,1,1,1,esporte,a,d,sul,5.350536,0.4041261,42.76608,11.903544,2.2435763,58.815914,101.435165,79.000175,4.2458577,0.46391934,12.608632,4.934052,0.12364793,2.0464463,14.496244,0.42934892,0
100010670,3189.3323,0.031118862,8.515154,26.940355,276.21698,167.93102,3.927869,6.031283,57.58773,16.482822,65.79814,39.884262,0,0,0,1,cultura,b,d,centro,6.4363446,0.33551362,37.973923,15.507835,2.9260187,52.65205,92.27541,29.683508,1.9942285,0.85197246,5.611402,1.9652814,0.0943152,3.0467358,20.395618,0.78423536,0
100055217,3705.9194,0.051157996,3.3239696,22.19242,37.473423,173.41985,4.00123,6.617198,47.05424,9.639125,69.168365,36.622437,0,0,1,1,cultura,c,b,sul,9.402112,0.47209015,34.947445,33.471226,3.1858246,53.681854,113.39556,19.630531,3.9814978,0.62382126,7.54741,2.8658717,0.050254077,2.6842833,21.49769,0.5068494,1
100028862,258.65024,0.047790263,8.604674,26.177761,576.93024,117.270805,3.1545618,5.6966276,62.570442,11.565505,35.30038,52.933548,1,0,0,0,cultura,c,d,sudeste,7.4520407,0.41512138,41.12313,9.55031,1.6653004,57.400997,117.41833,40.26414,3.603191,0.20176151,9.587573,3.3179512,0.09369516,1.4992721,22.589987,0.21151173,0
100012261,1179.1818,0.055837017,13.305249,22.539755,89.74121,253.08653,2.2153728,6.5609283,47.76864,13.471878,45.76599,41.48291,0,0,0,0,tecnologia,c,e,norte,5.836251,0.37903652,28.899414,25.455858,4.3970942,54.47261,96.25185,55.32438,3.8258371,0.5702992,15.975079,2.6949453,0.0699922,4.8285522,21.509409,0.40126136,1
100037713,1894.9911,0.065716125,7.1318703,19.190037,82.05483,242.53085,1.4950243,7.5149946,39.973763,18.589853,58.27532,38.052704,0,1,0,0,esporte,c,d,norte,9.695044,0.4035254,31.366667,24.514471,3.034883,61.44432,85.75899,21.888615,2.3433008,0.12901986,7.516206,1.1059004,0.09010255,2.5424054,22.378242,0.38867646,1
100004435,2308.412,0.06177194,20.43085,31.305603,22.262674,126.684,3.643426,8.412138,55.70283,14.462908,49.96479,62.630688,0,0,0,1,politica,d,d,centro,5.8303,0.3062587,29.397808,27.811462,1.4490778,45.54682,72.44418,55.409996,2.5873547,0.28706506,5.133608,1.8963445,0.06913648,3.9231787,15.253121,0.76483226,0
100005384,7021.1465,0.07740065,9.516664,10.09072,87.21752,109.405975,4.842094,4.385294,60.5848,13.652841,70.13347,40.144302,0,0,0,1,cultura,e,d,centro,7.810843,0.2952939,40.07859,33.387268,4.466752,37.380554,115.91884,9.976924,2.9095392,0.6456958,19.501877,6.9124646,0.06092606,1.7778188,23.281584,0.29588535,1
100041022,12800.568,0.04028242,17.714884,50.001385,340.61243,107.426506,3.0733712,7.384686,54.999954,7.0277915,63.85415,26.573683,0,1,0,1,cultura,c,e,sul,5.947628,0.48035997,38.996532,36.29777,2.6640952,68.96782,85.62329,17.79692,3.474474,0.65896237,25.780436,5.473534,0.040145013,2.4507284,15.310509,0.82924527,0
100014199,2314.964,0.072088264,15.135608,29.291899,71.99444,127.56136,3.207087,12.84746,,12.221731,61.345493,41.547943,0,0,1,0,cultura,d,a,nordeste,9.257253,0.32959256,28.689432,22.691343,2.203526,38.18763,99.46411,14.138775,1.9554487,0.7524353,7.8429303,1.7299451,0.02453481,3.0035315,36.250336,0.35288277,0
100039329,2666.0808,0.03318622,5.8026023,11.419542,76.560394,107.463036,5.4116154,11.294999,36.580482,10.487304,40.9289,36.831688,0,1,0,0,cultura,e,d,sudeste,6.311219,0.33808067,33.15618,15.495994,2.7056348,47.874203,76.5986,27.772263,2.1919682,0.40624222,5.4567695,1.1485257,0.013523946,2.8236086,28.364803,0.53563863,0
100005907,4768.9116,0.0519505,5.904939,29.55633,145.50955,195.93228,2.8599021,9.327892,38.876335,11.594076,57.635452,48.819775,1,0,0,1,cultura,a,c,sudeste,6.523779,0.3191524,34.775013,24.397879,3.4849937,40.713264,83.095566,8.319214,2.9432356,0.719625,11.739912,1.6467856,0.027514907,4.039347,19.451805,0.20905626,1
100028709,3199.0925,0.05542471,5.3552413,47.222122,130.53944,189.0537,2.5771341,4.7960787,47.863228,6.6331215,43.047558,48.19783,1,0,0,1,viagem,e,e,norte,8.153479,,34.724068,9.604767,3.0919642,34.610474,101.91446,35.93585,1.8189117,0.42559838,8.299275,3.301476,0.071157426,3.3177795,29.753803,0.37012032,1
100050119,1122.3035,0.036927763,9.223647,11.942694,440.54883,113.35074,4.245633,13.534026,59.158924,8.177767,57.566734,37.33326,0,1,0,0,tecnologia,e,d,sul,8.633942,0.3316186,32.073425,10.854142,3.307429,44.7632,107.440674,32.99721,1.9719337,0.29542208,21.134054,2.0537212,0.064073525,2.0450125,24.159441,0.26963657,0
100030056,718.0286,0.06778137,3.3854835,39.40546,58.42686,261.57285,2.5949464,7.028501,51.37926,9.346919,56.133183,46.376484,0,0,0,0,esporte,c,e,sudeste,6.3934326,0.29064292,41.679688,13.710156,2.2706933,50.413364,115.58717,19.235817,3.0114918,0.76383877,13.7661295,2.457467,0.08539138,2.6859477,20.945883,0.46137065,0
100033774,7413.5674,0.07185028,6.5842166,38.34093,636.1666,119.51291,2.779784,11.991849,,,39.475315,62.90773,0,1,1,1,viagem,d,c,nordeste,6.525159,0.31687668,36.30815,11.422911,2.9635665,23.089863,86.05994,6.2794113,3.827684,0.93993354,24.051697,2.1913428,0.119874686,2.533973,16.722643,0.9159736,0
100046494,9341.752,0.040725164,5.6750712,33.58524,210.59221,157.10791,2.7137341,7.0685635,43.33107,12.283955,56.842308,39.148468,1,0,0,0,esporte,a,b,centro,6.2533293,0.44609815,30.745068,15.132645,3.7022498,54.72648,86.13056,30.048529,2.2198927,0.82107294,12.179035,3.9037142,0.025285114,1.8333356,19.605007,0.8621093,0
100008533,4420.6333,0.035524115,4.9653053,33.316475,247.74292,202.05229,2.0843277,8.796896,40.988007,7.0408683,32.54899,42.69596,1,1,0,0,politica,a,e,nordeste,10.115479,0.44447142,39.14927,16.528654,2.3592432,56.120384,111.33124,31.357744,2.8872852,0.4132381,4.115802,1.9880203,0.032258943,2.1773243,15.062037,0.2662467,1
100052993,1657.3123,0.0515393,8.6357,27.477804,253.24384,161.44217,2.941373,11.900133,50.72545,7.746069,70.04648,39.096363,1,0,1,0,politica,b,a,centro,6.103852,0.3829115,30.221119,13.62549,9.613619,58.10759,69.4449,18.9408,2.971502,0.6269669,10.138376,2.554779,0.02888987,2.0086417,16.682837,0.36249435,0
100003264,1499.105,0.052397713,3.562119,29.218376,67.896645,274.69702,1.9516872,9.513968,60.20092,13.034805,63.91385,56.06178,0,0,0,1,politica,a,c,centro,5.487398,0.47693285,41.509495,13.5929,1.9234852,37.35998,104.5988,45.22613,1.9375987,0.19996059,9.092643,7.2505026,0.0468017,2.046146,21.574009,0.5512043,1
100007573,743.30286,0.032916088,7.7616343,17.359858,193.5128,162.8995,2.454513,5.8021493,29.096592,15.397008,82.35048,54.166855,0,0,0,0,cultura,a,c,nordeste,8.049735,0.44315436,28.27996,17.921274,2.635356,51.799404,98.27171,18.287384,3.6905963,0.5373459,34.924465,5.513257,0.03337614,2.8538678,19.778477,0.64534503,0
100037537,15191.211,0.04621864,7.429791,56.541187,130.36342,128.57968,2.4788556,18.114916,54.552444,16.151361,28.98967,29.070402,1,0,0,1,esporte,c,d,centro,5.3940787,0.46621865,39.684937,35.05457,3.1556408,48.89151,66.421524,47.614983,2.7052693,0.3455509,58.572918,4.7525744,,5.0602126,31.936937,0.6043994,0
100017717,5318.8223,0.04594033,4.89118,6.8083186,90.44839,295.85175,3.2170205,3.166574,57.245377,18.787184,58.39974,59.738045,0,0,1,1,viagem,d,c,norte,9.153499,0.39473435,30.053328,13.596291,4.0954666,41.090836,,29.465221,2.2531662,0.35552043,1.6765723,2.697019,0.062102374,3.91339,34.637524,0.34492108,1
100007810,1144.2332,0.02753187,9.267654,44.386395,346.39127,113.85425,2.3007593,7.948125,62.15561,9.233569,50.81957,49.95901,0,0,0,0,esporte,c,c,norte,7.2747726,0.45083886,34.487602,20.914925,3.1332,59.701626,102.76815,18.721106,1.8171415,0.65249026,2.4335063,2.855908,0.078680396,2.4702537,28.279673,0.40646347,0
100029119,6918.5527,0.07858619,6.941264,13.8636465,129.28102,157.0432,3.0699673,4.8809814,38.32617,12.997266,41.392906,38.874516,0,1,0,0,politica,c,b,norte,5.8483443,0.42145714,38.125854,9.143552,2.3455465,65.534424,80.15113,31.04459,3.6708567,0.6734146,4.628235,4.822921,0.07525279,2.6544943,18.187113,0.5118726,1
100018825,5238.8037,0.038161658,8.340698,28.488714,173.2689,137.32408,3.764618,8.497728,48.898304,,41.254166,30.750011,0,0,0,0,viagem,c,b,sul,8.268391,0.37743682,27.748787,29.397186,3.9322476,58.248257,108.910355,13.344372,4.7369976,0.2071303,2.8148336,3.3946567,0.031698942,1.8917856,14.25441,0.71195275,0
100035563,2198.749,0.034723,10.120036,14.837282,319.0403,182.49055,2.3918276,9.489261,63.951607,17.963245,68.79942,18.922224,0,1,0,1,politica,e,a,centro,6.5927825,0.371931,40.53002,43.63728,9.205538,47.448334,,21.793825,1.7730174,0.8143983,18.409012,3.039613,0.07045893,3.4816103,14.469947,0.31326962,0
100051562,2620.2202,0.029401116,6.8426127,17.454113,249.44917,197.4224,3.0759091,4.1591854,65.228325,20.677414,62.257996,37.525772,1,0,0,0,viagem,b,c,sul,8.518366,0.33672947,41.743156,39.967064,1.9415002,56.22154,87.39176,7.093299,4.7635965,0.78887707,7.4422436,7.099766,0.073077515,1.3554825,13.898244,0.29118228,0
100019034,3733.696,0.06263001,7.983838,13.48848,151.68916,139.83319,4.188829,8.812768,53.01361,13.851208,40.7694,41.14206,0,0,1,1,politica,d,b,sul,7.417062,0.32092237,39.54396,11.050934,1.9510236,48.120167,113.86417,18.704681,2.5352366,0.44465262,6.586763,2.0630562,0.15116349,2.9022455,16.679117,0.38353497,0
100056933,7874.6206,0.041326378,9.164619,15.165422,875.3868,103.283325,5.5088615,7.8692594,51.894012,12.035199,57.08299,46.882687,0,1,0,1,tecnologia,c,b,nordeste,6.9420505,0.40841287,27.675064,44.16599,3.1463096,63.37973,82.32003,27.425072,2.5990093,0.47327515,2.8380566,3.0717912,0.07557975,2.880464,15.34695,0.55584556,0
100044742,4810.63,0.032981183,8.91421,20.611965,52.06613,139.35626,3.86642,5.806072,46.07639,15.509075,49.80228,41.48533,0,0,0,0,cultura,a,b,nordeste,7.1509814,0.43607545,27.813023,10.098882,1.5808973,53.73977,80.917175,86.615204,2.1836061,0.57966185,7.594118,5.6081705,0.036420226,4.374011,17.55492,0.8741486,1
100056486,12065.181,0.04597091,12.8358135,14.993532,44.108208,340.72238,6.9306965,5.881693,,11.353762,16.127373,31.9731,1,1,1,0,esporte,b,a,sudeste,8.911605,0.35217375,42.953365,25.581182,2.5011435,38.6721,90.30189,7.116881,3.5890117,0.5757803,9.613302,3.7768216,0.09058151,6.8532104,19.189821,0.1365789,0
100012833,2455.604,0.03086441,2.1905437,30.370333,106.93628,184.92303,2.460899,6.8359213,38.46955,13.000451,60.074203,43.64105,0,0,1,0,politica,e,e,sul,6.759746,0.4673389,28.998192,30.650513,3.9563797,50.269196,95.37273,22.021559,1.7892308,0.7989805,9.069044,2.1439395,0.022854554,3.6726017,32.47851,0.63002557,0
100043943,2833.451,0.03235238,6.4326725,13.718785,67.817986,133.87856,2.7690754,13.030266,48.55916,9.21883,44.110435,51.91588,0,0,0,0,esporte,c,b,norte,5.238953,0.3769304,30.239853,25.645737,2.787589,51.666267,74.15148,18.564148,2.5155158,0.54389524,20.808033,2.9221032,0.042454876,3.4416091,17.30463,0.5128764,0
100050413,1970.4226,0.04183998,3.1849377,31.91201,52.20189,114.23595,2.438888,4.202639,63.951057,14.071262,25.944614,46.31736,1,1,1,0,tecnologia,e,a,nordeste,8.687509,0.31068876,28.901505,35.869602,6.4476757,52.577557,,27.084063,3.3915818,0.64773697,7.367696,2.0090108,0.044206426,5.194182,16.386456,0.47165325,1
100033531,4153.6006,0.089283876,3.3291636,19.046125,498.8924,310.41476,2.1794984,11.645547,49.76504,7.3911424,52.043224,60.544216,1,0,0,0,politica,c,b,sul,9.83724,,31.199427,12.452666,2.1774895,44.841293,121.92951,12.525952,3.5680485,0.7119812,7.7701755,2.8462548,0.08284287,2.2539577,18.088314,0.76048285,1
100007193,1638.3711,0.057367597,10.393557,16.445112,65.66487,254.71977,5.924367,7.8284054,52.60885,21.97146,51.109875,51.08882,1,0,1,0,tecnologia,b,a,norte,9.523448,0.3036003,28.93804,9.603642,2.4699469,59.5636,80.7629,28.553717,2.9898195,0.68913627,4.721621,3.665376,0.04585768,1.3355875,31.281273,0.77802545,0
100024554,1582.608,0.05061974,10.681778,22.073305,168.96008,307.62802,2.1410863,6.626838,59.996834,14.630747,44.61106,59.23797,0,1,0,1,esporte,e,c,centro,10.053937,0.49403575,37.216766,17.646084,2.6886156,49.512012,102.333694,11.4592085,2.0645053,0.19807264,24.926296,10.741211,0.078833744,1.9376196,20.88417,0.53449225,1
100032321,2946.6306,0.04696743,3.966922,35.60839,135.57027,104.59696,3.0229537,6.110868,49.489094,12.327579,45.178318,49.50102,0,1,0,0,viagem,c,d,sudeste,5.5345445,0.3686174,37.26915,13.25428,2.3737974,67.525764,94.55976,13.262467,2.1650493,0.56646705,5.863705,2.218786,0.09429021,3.0228162,20.691559,0.51513016,1
100054328,2462.0596,0.13896377,7.926047,14.463148,31.414557,213.47092,1.3708652,6.6754255,36.374092,12.661551,49.124405,33.19096,0,1,0,1,tecnologia,e,a,norte,8.860645,0.402682,42.04612,9.235799,2.7861753,50.021145,118.11956,14.951228,2.702164,0.37028474,4.354284,2.7409227,0.097220644,4.3555384,25.980707,0.8039239,1
